NetScore	Delta_passing_attempts_MA5	Delta_passing_completions_MA5	Delta_passing_yards_MA5	Delta_passing_rating_MA5	Delta_passing_touchdowns_MA5	Delta_passing_interceptions_MA5	Delta_passing_sacks_MA5	Delta_passing_sacks_yards_lost_MA5	Delta_rushing_attempts_MA5	Delta_rushing_yards_MA5	Delta_rushing_touchdowns_MA5	Delta_receiving_targets_MA5	Delta_receiving_receptions_MA5	Delta_receiving_yards_MA5	Delta_receiving_touchdowns_MA5	Delta_kick_return_attempts_MA5	Delta_kick_return_yards_MA5	Delta_kick_return_touchdowns_MA5	Delta_punt_return_attempts_MA5	Delta_punt_return_yards_MA5	Delta_punt_return_touchdowns_MA5	Delta_defense_sacks_MA5	Delta_defense_tackles_MA5	Delta_defense_tackle_assists_MA5	Delta_defense_interceptions_MA5	Delta_defense_interception_yards_MA5	Delta_defense_interception_touchdowns_MA5	Delta_defense_safeties_MA5	Delta_point_after_attemps_MA5	Delta_point_after_makes_MA5	Delta_field_goal_attempts_MA5	Delta_field_goal_makes_MA5	Delta_punting_attempts_MA5	Delta_punting_yards_MA5	Delta_punting_blocked_MA5	Delta_Score_MA5	NA	NA
24	ARI2004-10-03NOR	2004-10-03	-6	-7.2	-59.4	34.02	0	-0.4	2.2	19.4	2.2	23	0.6	-8	-6	-59.4	0	0.8	21.8	0	-0.4	0	0	-2.2	0	0	0.4	18.2	0	0	-0.2	-0.2	0	-0.2	0.2	-8	0.2	1.6
8	ARI2004-10-24SEA	2004-10-24	-1.8	-5	-27	34.36	-0.2	-0.6	3.2	27.4	6	23.2	1	-5.6	-1.8	-27	-0.2	1.4	30.8	0	-1	-5.6	0	-3.4	0	0	0.6	8.2	0	0	-0.2	-0.2	0.6	0.4	0.2	-1	0	3.8
3	ARI2004-11-14NYG	2004-11-14	-2	-5	-34.8	24.08	-0.2	-0.6	1.6	20	2.6	-6.2	0.8	-5.2	-2	-34.8	-0.2	1.2	27.8	0	-0.8	4.8	0	-1.8	0	0	0.6	11	0	0	-0.2	-0.2	0.6	0.8	0.4	11.4	0	5
-10	ARI2004-11-28NYJ	2004-11-28	-1.2	-3	-42.6	-2.76000000000002	-0.6	0	0	5.8	2.6	-4	1	-2.8	-1.2	-42.6	-0.6	1	23	0	-0.4	5	0	-0.2	0	0	0	-2	0	0	0	0	0.4	0.4	-0.4	-8.8	0	2.8
-3	ARI2004-12-12SFO	2004-12-12	0.8	-1.6	-7.6	0.639999999999982	-0.8	0.2	-0.6	-0.2	4.6	1.8	1.2	-1.4	0.8	-7.6	-0.8	0.4	8.2	0	0.6	8.8	0	0.4	0	0	-0.2	-14.6	0	0	0	0	0.8	0.8	-1	-30.8	0	4.4
24	ARI2004-12-19STL	2004-12-19	4	2.2	24.8	-26.72	-0.6	0	-1.2	-4.6	5.4	-10.4	1.2	2.4	4	24.8	-0.6	0.4	3.4	0	-0.2	3.6	0	1	0	0	0	-14.6	0	0	0	0	0.8	0.8	-1	-18.6	-0.2	4.4
5	ARI2005-01-02TAM	2005-01-02	2.4	4	-2	-41.42	-0.8	0.4	-2.2	-13.8	3.4	-11.4	1	4.8	2.4	-2	-0.8	0.2	-7.4	0	-0.2	12.4	0	2.2	0	0	-0.4	-6.4	0	0	-0.2	-0.2	1.6	1.2	-1.2	-17.8	0	3.8
-5	ARI2005-09-18STL	2005-09-18	6	8	40.8	-26.8	-0.8	0.4	-1.2	-10	1.4	-8	0.6	8.6	6	40.8	-0.8	0.6	-0.4	0	-0.4	3.8	0	1.4	0	0	-0.4	-3.6	0	0	-0.6	-0.6	2.2	1.6	-1.8	-39.8	0	2.2
17	ARI2005-10-02SFO	2005-10-02	7.8	8	88.2	-2.78000000000002	-0.2	-0.4	-1.4	-13.4	8.2	16.2	0.6	9.4	7.8	88.2	-0.2	0.2	-8.4	0	0.4	17.8	0	1.8	0	0	0.4	8.4	0	0	-0.6	-0.6	3.6	3	-2.4	-84.2	0	7.6
-4	ARI2005-10-09CAR	2005-10-09	8.4	9.4	96	-1.02000000000002	0.4	-0.2	-1.2	-13.2	11.4	31.8	0	11	8.4	96	0.4	0.2	-7.8	0	0.8	26	0	1.6	0	0	0.2	1.6	0	0	-0.4	-0.4	3	3	-2.4	-88.2	0	7.4
10	ARI2005-10-23TEN	2005-10-23	4.6	6.4	50.6	-27.16	0	0	-0.6	-9	4.2	3	-0.4	8.2	4.6	50.6	0	0.8	9	0	-0.2	13.6	0	1	0	0	0	9.2	0	0	-0.8	-0.8	3	3	-1.2	-27.6	0	4.6
-14	ARI2005-11-06SEA	2005-11-06	7.8	11.2	106.8	-32.76	0.2	0.8	0.8	3.8	-1	-33.4	-1	12.4	7.8	106.8	0.2	1	19.2	0	0.6	8.8	0	-0.4	0	0	-0.8	-3.2	0	0	-1	-1.2	2.2	2.6	-1.6	-58.4	0	0.8
-7	ARI2005-11-27JAX	2005-11-27	8.6	12.2	121	-47.7	0.8	1	1.2	6	-3.2	-47.2	-1.2	13	8.6	121	0.8	0.4	-8.6	-0.2	0.2	6	0	-1	0	0	-1	-6	0	0	-0.8	-1	1.6	2	-1.2	-44.2	0	0.4
-4	ARI2005-12-11WAS	2005-12-11	7	11.8	102.6	-37.64	0.6	0.8	2	13.8	-10.4	-65.8	-1.4	11.8	7	102.6	0.6	0.8	-12.2	-0.4	0.4	0	0	-2	0	0	-0.8	6	0	0	-0.8	-1	0.6	1	-0.8	-23.2	0	-3.8
6	ARI2005-12-24PHI	2005-12-24	7.4	8.8	96.4	-40.34	0.8	0.4	1.4	10.4	-7.4	-56.4	-1.6	8.6	7.4	96.4	0.8	0.2	-37.8	-0.4	0.6	-6.2	0	-1.4	0	0	-0.4	18.6	0	0	-0.6	-0.8	1.4	1.2	-0.8	-28.6	0	-1.8
7	ARI2006-09-10SFO	2006-09-10	10.2	11.6	124.8	-16.54	1.2	0.4	1.6	11.4	-4	-54	-1.8	11.6	10.2	124.8	1.2	-0.4	-53	-0.4	1	-6.6	0	-1.6	0	0	-0.4	11	0	0	-0.6	-0.8	1	1	-1.4	-63	0	-2.4
-2	ARI2006-09-24STL	2006-09-24	6.6	5.4	79.8	-16.02	1.2	0.4	1	6.4	-1.4	-19	-1	5.6	6.6	79.8	1.2	0	-42.6	-0.4	0.2	-11.6	0	-1	0	0	-0.4	17.2	0	0	0	0	0	0	-0.8	-27.2	0	0
-3	ARI2006-10-08KAN	2006-10-08	2.8	1.2	36.4	-4.40000000000002	0.8	0.4	0.6	4.6	2.8	7.4	-0.6	1.2	2.8	36.4	0.8	0.4	-16	-0.2	0.4	-8.4	0	-0.6	0	0	-0.4	17.2	0	0	0.2	0.2	0	-0.2	-0.6	-28.6	0.2	0.8
-1	ARI2006-10-16CHI	2006-10-16	3.4	-0.4	27.4	2.75999999999998	1	0	0	1.2	10.4	22.4	-0.4	-0.6	3.4	27.4	1	0	-8.8	0	-1.2	-42.4	-0.2	0	0	0	0	15.6	0	0	0.2	0.2	0.6	0	0.2	4.8	0.2	1.4
-17	ARI2006-11-12DAL	2006-11-12	0.8	1	-15.8	-6.50000000000002	0.4	0.4	0.6	5.6	4.8	8	0	0.6	0.8	-15.8	0.4	1	26	0	-2.2	-47.8	-0.2	-0.6	0	0	-0.4	9.6	0	0	-0.2	-0.2	-0.2	-0.6	0.8	25.8	0.2	-3.2
7	ARI2006-11-19DET	2006-11-19	0	-0.2	-21.4	-5.22000000000002	0.2	0.2	-0.4	-3.6	4.4	21	0.2	-1	0	-21.4	0.2	1.6	40	0	-2	-42.8	-0.2	0.4	0	0	-0.2	13	0	0	-0.2	-0.2	-0.2	-0.6	0.6	15.6	0.4	-3.2
6	ARI2006-12-10SEA	2006-12-10	0.6	1.6	-13	-5.70000000000002	0	-0.2	-1	-7	5.2	12	0.2	0.6	0.6	-13	0	0.4	9.2	0	-1.4	-30.2	-0.2	1	0	0	0.2	13.8	0	0	-0.4	-0.4	1	0.4	0.6	3	0.4	-1.6
-17	ARI2006-12-17DEN	2006-12-17	1.2	3	-15.4	-12.46	-0.4	-0.2	-0.8	-5.2	0.8	3.4	0	2	1.2	-15.4	-0.4	0.2	-2.2	0	-1.8	-36.6	-0.2	0.8	0	0	0.2	11	0	0	-0.8	-0.8	1	0.4	0.8	28.2	0.2	-4.4
3	ARI2007-09-16SEA	2007-09-16	-0.6	2.2	-29.4	-30.04	-0.8	0.8	-0.8	-5.4	-3.2	7.4	0	1.4	-0.6	-29.4	-0.8	0.2	-6.4	0	-1	-8.8	0	0.8	0	0	-0.8	-7	0	0	-0.6	-0.6	0.6	0.2	0.2	5	0.2	-3.6
7	ARI2007-09-30PIT	2007-09-30	0.2	1	-14.8	5.41999999999998	-0.6	0	-1.4	-12.6	-0.8	17.2	0.2	0.2	0.2	-14.8	-0.6	-0.6	-20.6	0	-0.2	15.4	0.2	1.4	0	0	0	-0.8	0	0	0	0	1	0.4	-0.4	-25.8	0.2	1.2
-15	ARI2007-10-14CAR	2007-10-14	-0.2	1.4	-17	9.53999999999998	-1	0.8	-0.8	-5	-3.6	-8.2	0.2	0.6	-0.2	-17	-1	0.2	8	0	0.2	19.8	0.2	0.8	0	0	-0.8	-4.4	0	0	-0.2	-0.2	0.4	-0.2	-0.2	-11.6	0	-3.2
10	ARI2007-11-11DET	2007-11-11	-1.4	-1.4	-21.8	46.8	-0.4	0.4	-0.6	-5.2	-0.4	11.4	-0.2	-2.2	-1.4	-21.8	-0.4	0.4	20.2	0	0.6	22	0.2	0.6	0	0	-0.4	-7.4	0	0	0	0	0	-0.4	-0.2	-15.4	0	-2.4
-6	ARI2007-11-25SFO	2007-11-25	0.8	-0.2	33.6	80.56	0.2	0.6	-0.8	-5.8	3	4.4	-0.2	-0.4	0.8	33.6	0.2	1	36	0	1.2	15.6	0.2	0.8	0	0	-0.6	-4.6	0	0	0.4	0.4	0	-0.2	-0.6	-53.8	0	-0.2
6	ARI2007-12-02CLE	2007-12-02	0	-2.6	3	84.92	0.2	0.2	-0.8	-7	3.8	4.6	-0.2	-2.4	0	3	0.2	0.8	52.6	0	1.2	11.8	0.2	0.8	0	0	-0.2	18	0	0	0.8	0.8	-0.4	-0.4	0	-33.2	0	0.4
3	ARI2007-12-23ATL	2007-12-23	0.6	-1.2	17.6	67.72	0.6	0.4	-0.8	-3.6	5	-4	-0.6	-1.2	0.6	17.6	0.6	1.4	60.6	0	0.2	-14.8	0	0.8	0	0	-0.4	17	0	0	0.6	0.6	-0.4	-0.2	0.8	11.4	0	-0.4
29	ARI2007-12-30STL	2007-12-30	3.6	2	46.8	63.6	1.2	-0.4	-1.4	-9.4	7.6	22.4	-0.4	2.2	3.6	46.8	1.2	0	6.8	0	0.4	-10.6	0	1.4	0	0	0.4	33.2	0	0	1.6	1.6	0.4	0.4	0.4	-21.8	0	8.4
21	ARI2008-09-14MIA	2008-09-14	5.2	2.4	93.2	53.62	1.4	-0.2	-1	-6.8	5	6	-0.2	2.6	5.2	93.2	1.4	-0.2	1.8	0	0.2	-19	0	1	-1	-1	0.2	35.4	0	0	2	2	0.2	0.2	-0.2	-35.4	0	10.6
24	ARI2008-10-05BUF	2008-10-05	6.2	4	49.6	12.78	1.4	-0.8	-2.2	-16	8.6	22	0.4	4	6.2	49.6	1.4	-1.8	-28.6	0	-0.2	-14.4	0	2.2	-6.8	-1	0.8	35.6	0	0	2.6	2.6	0.4	0.4	-0.2	-22.2	0	16.6
6	ARI2008-10-12DAL	2008-10-12	6.4	4.6	59.6	7.93999999999998	1.2	-0.4	-2.4	-16.2	6.8	7.6	0.4	4.4	6.4	59.6	1.2	-1.8	-42.2	0.2	0.2	-5.4	0	2.4	-4.8	-1.4	0.4	16.2	0	0	2.2	2.2	0.2	0.4	-1	-59.6	-0.2	16.6
5	ARI2008-11-10SFO	2008-11-10	7.6	3	71	17.86	1.2	-0.6	-2	-13.8	4	-0.2	0.6	3.4	7.6	71	1.2	-2.4	-69.2	0	0.6	2.8	0	2	-7.2	-1.8	0.6	24.8	0	0	2	2	0.4	0.6	-1.2	-78.8	-0.2	17
-8	ARI2008-11-23NYG	2008-11-23	7	5	69.2	1.79999999999999	0.4	-0.2	-1.4	-10.2	0	-22.4	0.6	4.8	7	69.2	0.4	-1	-38.6	0	0.4	-1.8	0	1.4	-6.2	-1.2	0.2	6.2	0	0	0.6	0.6	0.6	0.6	-1	-64.2	-0.2	9.6
24	ARI2008-12-07STL	2008-12-07	6.8	5.2	40	-20.5	-0.2	-0.2	-1.4	-9.2	-2	-28.6	0.8	5	6.8	40	-0.2	-1	-41.8	0	0	-8.4	0	1.4	-4.6	1.6	0.2	21.2	0	0	0.6	0.6	0.6	0.8	-0.2	-37.8	-0.2	10.2
-21	ARI2008-12-14MIN	2008-12-14	8	8.2	64.6	0.399999999999989	-1	0.2	-0.2	1.6	-12.8	-75.6	0.4	8	8	64.6	-1	1	-1	0	0.4	-17.2	-0.2	0.2	3.8	2.6	-0.2	21.4	0	0	-0.6	-0.6	0.2	0.6	0.2	-19.4	-0.2	1.2
13	ARI2008-12-28SEA	2008-12-28	8.4	8.8	100.8	31.9	-0.4	-0.2	0.2	2.2	-14	-66.2	0.2	8.4	8.4	100.8	-0.4	0.6	-24.8	-0.2	0.2	-18.8	-0.2	-0.2	3.4	3.6	0.2	28.6	0	0	-0.4	-0.4	0.6	1	0.4	-6	0	2.6
6	ARI2009-01-03ATL	2009-01-03	4.4	6.8	93	23.92	-0.6	0	-0.4	0.4	-11.4	-46.4	0.2	6.4	4.4	93	-0.6	1.4	2.8	0	0	-26	-0.2	0.4	7	2.8	0	20.6	0	0.2	0	0	0.2	0.4	0.4	6.6	0	2.8
7	ARI2009-01-18PHI	2009-01-18	1.8	-0.8	51.6	43.06	0	-0.4	-0.4	-0.2	-6.8	-32.6	0	-0.8	1.8	51.6	0	0.6	4.4	0	0	-21.4	-0.2	0.4	4.6	2.2	0.4	28.6	0	0.2	0.8	0.6	-0.4	0.2	1.4	41.2	0	5.8
-4	ARI2009-09-13SFO	2009-09-13	3	2.8	57.2	42.5	0	0	-0.6	-0.2	-7.8	-24.4	-0.4	2.2	3	57.2	0	1.4	22.8	0	0.2	-14.8	-0.2	0.6	4.8	-0.2	0	11.2	0	0.2	0	-0.2	-0.2	0.2	0.8	25.2	0	0.2
-21	ARI2009-09-27IND	2009-09-27	0.4	0	22.2	42.3	0	0	0	4	-4.2	-5.6	-0.4	-0.6	0.4	22.2	0	0.8	9	0	0.2	0.6	0	0	2.6	-2.2	0	15.8	0	0.2	0	-0.2	-0.2	0.2	0.8	31.2	0	0.2
7	ARI2009-10-11HOU	2009-10-11	-1.4	-1.4	-10.8	15.88	-0.4	0	0.2	6.6	-3.4	-10.6	-0.2	-2	-1.4	-10.8	-0.4	1.6	26.4	0	-0.6	-23.2	0	-0.2	4	-3.6	0	18.4	0	0.2	0	-0.2	-0.6	-0.2	1.4	73	0	-1
-13	ARI2009-11-01CAR	2009-11-01	4	6.4	5.2	-5.72000000000002	-0.2	1.2	1	10.6	-9.6	-51	-0.4	5.2	4	5.2	-0.2	1	31.2	0	-0.2	-20.4	0	-1	4.6	-1	-1.2	9.4	0	0	-0.4	-0.6	-1	-0.4	0.8	53.2	0	-4.8
11	ARI2009-11-15SEA	2009-11-15	5.8	7.2	26.2	-26.9	-0.2	1	0.2	7.2	-10.6	-60.4	-0.2	5.8	5.8	26.2	-0.2	0.6	17.2	0	-0.2	-28.2	0	-0.2	5.2	-0.8	-1	8.4	0	0	-0.4	-0.4	-0.8	-0.4	0	40.8	0	-4
13	ARI2009-12-06MIN	2009-12-06	2.6	2	12.4	-12.82	0	0.2	-0.2	2.4	-8	-54	0	1.2	2.6	12.4	0	-0.2	8.6	0	-0.2	-18	0	0.2	6	1.2	-0.2	16.4	0	0	0	0	-0.6	-0.2	-0.2	15.2	0	-0.6
21	ARI2009-12-27STL	2009-12-27	1.8	-0.6	48.8	-12.98	0.8	-0.6	-1.4	-6.6	-2	-29.2	0.4	-1.2	1.8	48.8	0.8	-1.6	-12.6	0	0	-30.2	0	1.4	4	1.6	0.6	19.6	0	0	1.2	1.2	-0.4	-0.2	-0.4	-8.4	0	7.8
-26	ARI2010-01-03GNB	2010-01-03	3	2.2	42	-5.96000000000002	0.8	0	-1.8	-9	-5	-41.2	0	1.6	3	42	0.8	-1.2	-1.8	0	0.6	-13	0	1.8	4.6	1.8	0	9.8	0	0	0.4	0.4	-0.4	-0.4	-0.4	-21.2	0	1.2
6	ARI2010-01-10GNB	2010-01-10	-0.8	-5.8	2.8	17.8	0.8	-1.2	-2.8	-14.2	1	7.4	0	-5.6	-0.8	2.8	0.8	-1.6	-21	0	0.6	-8.2	0	2.8	2.2	0.6	1.2	17	0	0	0.6	0.6	0	0	0	-11	0	5
1	ARI2010-09-26OAK	2010-09-26	-2.2	-4.4	-25.6	28.76	0.8	-0.8	-2.2	-11.6	-1.6	13	-0.4	-4.2	-2.2	-25.6	0.8	-1.2	-4.6	0.2	0.8	-0.2	0	2.2	5.6	0.8	0.8	15.4	0	0	0.4	0.4	-0.8	-0.2	0.2	-17	0	3
10	ARI2010-10-10NOR	2010-10-10	-1.8	-3.8	-48.6	29.7	0.2	-0.8	-1	-4.2	-2.2	-6	-0.4	-3.8	-1.8	-48.6	0.2	-1	-4	0.2	1	-13.2	0	1	2.8	0.2	0.8	10.6	0	0	0.4	0.4	-1.2	-0.4	1.2	31.8	0	2.4
-3	ARI2010-10-31TAM	2010-10-31	-1.4	-2	-71.6	26.14	0.2	0.6	-0.8	-6.4	-5.8	-21.2	-0.8	-2.2	-1.4	-71.6	0.2	0.2	16.2	0.2	1.2	3.6	0	0.8	5.4	2	-0.6	-15	0	0	-0.2	-0.2	-1.6	-0.6	0.6	15.6	0	-2.4
-18	ARI2010-11-14SEA	2010-11-14	-1.4	-1.4	-63.8	-1.36000000000002	0.2	0.2	0	0.8	-5.2	-22.8	-0.6	-1.6	-1.4	-63.8	0.2	1	43.8	0.2	1	-2	0	0	4.4	3.4	-0.2	-9.8	0	0	0	0	-2.4	-1.2	1.2	37.4	0	-0.8
-21	ARI2010-11-29SFO	2010-11-29	-0.6	2.8	-41.6	-9.92000000000002	-0.2	0.4	0.8	4.2	-13	-85.8	-0.8	2.2	-0.6	-41.6	-0.2	2.2	66	0.2	0.8	-13	0	-0.8	11	5.4	-0.4	-8.6	0	0	-0.6	-0.6	-2.8	-1.2	2	77	0	-6.2
-13	ARI2010-12-05STL	2010-12-05	-1	4.4	-22.8	-0.820000000000016	-0.4	0.6	1.4	8.4	-15	-85.8	-0.8	4	-1	-22.8	-0.4	2.6	65.2	0	0.6	-25.4	0	-1.4	12.6	6.6	-0.6	-14.2	0	0	-1	-1	-2.2	-1.2	2.2	82.4	0	-9
30	ARI2010-12-12DEN	2010-12-12	-0.6	5.8	-5.8	1.53999999999999	0	0.4	0.6	3.4	-14.8	-61.2	-0.4	5.4	-0.6	-5.8	0	1.6	30.6	0	1	-13.8	0	-0.6	13.2	6.4	-0.4	6.6	0	0	-0.6	-0.6	-1.6	-0.8	1.8	53.6	0	-5
1	ARI2010-12-25DAL	2010-12-25	-4.2	0.4	-19.8	-12.96	-0.4	-0.8	0	2.2	-16	-68.4	-0.6	-0.2	-4.2	-19.8	-0.4	1.4	28.2	0	0.8	-18.6	0	0	17.4	4.6	0.8	43.6	0	0	-0.4	-0.6	-1	-0.6	2.4	72.4	0	-4.2
7	ARI2011-09-11CAR	2011-09-11	-4.8	-2.6	-29.6	8.73999999999998	-0.4	-1	-1	-4.8	-13	-49.6	-0.4	-3.2	-4.8	-29.6	-0.4	0.2	-0.2	0	0.6	5.2	0.2	1	16.6	4.4	1	41.6	0	0	0.2	0	0.2	0.2	1	16.4	0	0.8
-4	ARI2011-10-02NYG	2011-10-02	-7.2	-6.2	-59.8	2.65999999999998	-0.6	-0.8	-0.4	-3.2	-4.2	20.4	0.2	-7.6	-7.2	-59.8	-0.6	-1	-23.6	0	0.6	14.6	0.2	0.4	8.6	2.4	0.8	41.6	0	0	0.6	0.4	0.8	0.4	0	-27.6	0	4.2
-12	ARI2011-10-23PIT	2011-10-23	-7.4	-7.2	-69.8	-12.86	-0.8	-0.8	-0.8	-3.8	-2.6	19.6	0.6	-8.6	-7.4	-69.8	-0.8	-1.2	-29	0	0.2	18	0.2	0.8	7	1.2	0.8	42.4	0	-0.2	0.6	0.4	0.6	0.2	-0.2	-25.6	0	4.4
6	ARI2011-11-06STL	2011-11-06	-7.2	-6.8	-72.4	-23.34	-0.6	-0.4	-0.8	-0.2	-6.8	-12.2	0.2	-8.2	-7.2	-72.4	-0.6	-0.2	4.2	0	-0.4	25.8	0.4	0.8	11.2	2.4	0.4	20.8	0	-0.4	0.2	0	-0.4	-0.6	-0.4	-21.8	0	-0.4
6	ARI2011-12-04DAL	2011-12-04	-7.2	-7.8	-74.2	-5.74000000000001	-0.4	0	0	1.2	-3.2	11.4	0.6	-8.6	-7.2	-74.2	-0.4	-0.4	-13	0	-1	22.8	0.4	0	8	2.4	0	1.2	0	-0.4	0	0	-1	-0.6	-0.2	7.4	0	0.6
2	ARI2011-12-11SFO	2011-12-11	-5.6	-7.4	-29.8	15.02	0.2	0.6	-0.2	-1.4	-2.4	-0.6	0.4	-8.2	-5.6	-29.8	0.2	-1.2	-35.2	0	-0.4	-2.8	0.2	0.2	7	4.2	-0.6	-5.2	0	-0.4	0.2	0.2	-2.2	-1.4	0.2	14	0	-0.4
3	ARI2011-12-18CLE	2011-12-18	-2.2	-3.2	4.4	20.66	0.6	0.6	-0.4	-1.2	-5	-30.2	0.2	-3.2	-2.2	4.4	0.6	-0.6	-23	0	-0.4	-3.8	0.2	0.4	7.2	5	-0.6	-6.2	0	-0.4	0.4	0.4	-2.2	-1.4	0.4	29.4	0	1
3	ARI2012-01-01SEA	2012-01-01	-0.4	-1.2	32	27.24	0.8	0.4	-0.8	-6.2	-3.8	-36	0	-1.2	-0.4	32	0.8	-0.8	-31.2	0	-0.2	9.8	0.2	0.8	6.8	2.6	-0.4	-1	0	-0.2	0.6	0.6	-1.6	-0.6	0	8.2	0	4
4	ARI2012-09-09SEA	2012-09-09	0.6	-0.6	51	50.16	0.6	0.6	-1	-9.6	-2.8	-34.4	0.2	-0.4	0.6	51	0.6	-0.8	-48.4	0	-0.4	-13	0	1	7.2	-1	-0.6	2.2	0	0	0.6	0.6	-1.6	-0.6	0.4	33.6	0	3.6
21	ARI2012-09-23PHI	2012-09-23	3	0.2	62.4	59.74	1	0.6	-1.4	-5.4	-1.2	-42.8	0	0.2	3	62.4	1	-1.2	-50	0	0.6	-2.4	0	1.4	3.8	-1.6	-0.6	2.2	0	0	1.2	1.2	-1.2	-0.6	0.2	8.2	0	6.6
3	ARI2012-09-30MIA	2012-09-30	3.2	3.2	19.2	34.56	0.8	0.2	0	1.8	-4.4	-47.4	0	3.2	3.2	19.2	0.8	0	-16.6	0	0.8	9.2	0	0	4.4	-3.6	-0.2	0.2	0	0	1.2	1.2	-0.6	0	1	60.2	0	6.8
-3	ARI2012-10-14BUF	2012-10-14	0.8	0.8	5.8	37.34	1	0.2	0.2	1.8	-4	-34.8	-0.4	0.6	0.8	5.8	1	-0.6	-27	0	1	15.8	0	-0.2	6.4	-5	-0.2	-3	0	-0.2	1	1	-0.2	0.2	0.4	34.8	0	5.6
-21	ARI2012-10-29SFO	2012-10-29	3.4	6.4	7.6	20.04	0.4	0.4	0.6	6	-7.4	-46.6	-0.4	6.2	3.4	7.6	0.4	-1	-33.2	0	1	2.8	0	-0.4	4.8	-2.6	-0.4	-6.2	0	-0.2	0.4	0.4	-0.2	0	1	58.8	0	0.8
-14	ARI2012-11-25STL	2012-11-25	7.6	12.8	16.6	-25.58	0	1	1	7.8	-7	-52	-0.2	12.8	7.6	16.6	0	-0.2	-3.6	0	1	13.6	0	-0.8	-0.8	-2	-1	-35.6	0	-0.2	-0.2	-0.2	0	0.2	0.8	54	0	-2.8
28	ARI2012-12-16DET	2012-12-16	5.6	9.6	-12.8	-33.94	-0.4	0.6	1.2	4.4	-8.2	-46.2	0.2	10.2	5.6	-12.8	-0.4	0.2	8	0	1.2	17.2	0	-1	2	-0.8	-0.6	1.8	0	-0.2	0	0	0	0.2	0.8	51.8	0	-1.4
-15	ARI2012-12-23CHI	2012-12-23	8.2	12.8	28.6	-27.52	-1	1	1	6	-8.2	-59.2	0.2	13.6	8.2	28.6	-1	-0.2	-8	0	0.2	14	0	-0.8	-1.6	-0.4	-1	-2.8	0	-0.2	-1	-1	0.6	0.8	-0.2	1.8	0	-5
4	ARI2013-09-15DET	2013-09-15	8.4	13	22	-11.06	-1.4	1	0.4	3.6	-6.6	-55	0.8	13.8	8.4	22	-1.4	0	-5.2	0	0	10.4	0	-0.2	-1.8	-0.4	-1	-11.8	0	0	-1.2	-1.2	0.4	1.2	0.4	11	0	-3.6
16	ARI2013-10-06CAR	2013-10-06	5.2	4.2	-16.2	8.47999999999998	-0.6	0.8	-0.6	-4.2	-1	-34.8	1	5	5.2	-16.2	-0.6	0	-8	0	0.4	22	0	0.6	-2.2	-1.6	-0.8	-0.4	0	0	-0.2	-0.2	0.4	1.2	0	-5.6	0	3.8
-12	ARI2013-10-17SEA	2013-10-17	3	0.6	-33	18.36	-0.6	0.6	0.2	1.4	-1.6	-36	0.6	1	3	-33	-0.6	-0.2	-7.4	0	-0.2	9.6	0	-0.2	-2	0.4	-0.6	16.4	0	0	-0.4	-0.4	0.8	1.4	0.2	3.2	0	4.2
14	ARI2013-10-27ATL	2013-10-27	0.8	-2.2	-30.4	27.96	-0.4	0.4	0.2	1.4	0.2	-4.2	0.4	-2	0.8	-30.4	-0.4	-0.6	-19	0	-1	-7.4	0	-0.2	-2.8	0.8	-0.4	-12.4	0	0	-0.8	-0.8	0.8	1.4	0.2	8.6	0	1.4
3	ARI2013-11-10HOU	2013-11-10	-2.8	-9	-42.4	23.22	-0.4	0.2	-0.8	-11	4.6	24.6	0.6	-8.8	-2.8	-42.4	-0.4	-1.2	-32.4	0	0.4	6.4	0	0.8	-1.4	0.6	-0.2	-2.6	0	0	-0.2	-0.2	0.6	1.2	0	-22.8	0	5
29	ARI2013-11-24IND	2013-11-24	-1.4	-10	-9.6	25.14	0	-0.2	-0.4	-6.8	6.6	25	0.6	-9.6	-1.4	-9.6	0	-1.8	-50.8	0	1	9.4	0	0.4	-5.4	0.4	0.2	15	0	0	1	1	1	1	-0.6	-43.6	0	10
20	ARI2013-12-08STL	2013-12-08	1.2	-6.8	34.6	36.02	0	-0.6	0	-3.2	7.6	27.4	0.6	-6.4	1.2	34.6	0	-2.2	-62.8	0	1	7	0	0	-7.6	-1.2	0.6	9.4	0	0	1.2	1.2	1.2	0.8	-0.8	-58	0	10.8
-3	ARI2013-12-29SFO	2013-12-29	0.2	-7	49.4	42	0.4	-0.8	-1	-10.8	10.2	48.4	0.6	-6.2	0.2	49.4	0.4	-2.4	-78.2	0	1.2	2.6	0	1	-5.8	-2.2	0.8	18	0	0	1.8	1.8	1	0.4	-1.6	-94.6	0	12.6
1	ARI2014-09-08SDG	2014-09-08	5	1.8	88.4	34.74	0.4	-0.4	-0.4	-6.6	7.4	25	0.2	2	5	88.4	0.4	-1.4	-57.6	0	0.8	5.4	0	0.4	-7.6	-3.4	0.4	11.8	0	0	1	1	1.2	0.6	-2.2	-108	0.2	10
9	ARI2014-09-21SFO	2014-09-21	3.4	3.4	82.2	54.26	0.8	-0.6	-0.2	-1.2	6.6	21.2	0	3.8	3.4	82.2	0.8	-1.2	-50.4	0	0	-8.2	0	0.2	-4.4	-3.8	0.6	11.8	0	0	1	1	1.6	1	-2.4	-94.4	0.2	11.2
